dataset_id,artifact_file,task_type,target_column,model_type,status,error,accuracy,precision,recall,f1_score,test_samples,n_classes,is_binary,resolved_dataset_path,model_path,executed_tools,tool_flow,task,train_accuracy,test_accuracy,overfitting_gap,training_samples,features,model_saved,test_indices_file,r2_score,mse,rmse,mae,mape,train_r2,test_r2,model,evaluation_method,suspicious,difficulty,pipeline_variant
classification__easy__fedesoriano_stellar-classification-dataset-sdss17__star_classification,classification__easy__fedesoriano_stellar-classification-dataset-sdss17__star_classification.json,classification,class,logistic,success,,0.6044999843398725,0.447,0.5982,0.4730965007596808,100000.0,3.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/fedesoriano_stellar-classification-dataset-sdss17/star_classification.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260420222508_3544cc31llama_final/models/classification__easy__fedesoriano_stellar-classification-dataset-sdss17__star_classification.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,Llama,,,easy,4.0
classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data,classification__easy__himanshunakrani_naive-bayes-classification-data__Naive-Bayes-Classification-Data.json,classification,,,failed,"Index(['all'], dtype='object')",,,,,,,,,,,,,,,,,,,,,,,,,,,Llama,,,easy,4.0
classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease,classification__easy__mahmoudshaheen1134_heart-disease-data__heart disease.json,classification,target,logistic,success,,,,,,61.0,2.0,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/mahmoudshaheen1134_heart-disease-data/preprocessed/heart disease_unique_renamed.csv,/home/joshua/Code/ai_projects/amalia/backend/models/classification/heart_disease_model.h5,7.0,"['1:load_csv', '1:infer_data_types', '1:get_basic_stats', '2:handle_missing_values', '2:remove_duplicates', '2:rename_columns', '3:train_classification_model']",classification,0.8672,0.8197,0.0475,241.0,"['Age', 'Sex', 'CP', 'Trestbps', 'Chol', 'Fbs', 'Restecg', 'Thalach', 'Exang', 'Oldpeak', 'Slope', 'Ca', 'Thal']",/home/joshua/Code/ai_projects/amalia/backend/models/classification/heart_disease_model.h5,,,,,,,,,Llama,,,easy,4.0
classification__easy__priyanshusethi_happiness-classification-dataset__happydata,classification__easy__priyanshusethi_happiness-classification-dataset__happydata.json,classification,,,failed,"Index([13], dtype='int64')",,,,,,,,,,,,,,,,,,,,,,,,,,,Llama,,,easy,4.0
classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new,classification__easy__ritwikb3_heart-disease-cleveland__Heart_disease_cleveland_new.json,classification,target,logistic,success,,0.8422763509350707,0.875,0.8058,0.8180996480607883,303.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/ritwikb3_heart-disease-cleveland/Heart_disease_cleveland_new_encoded.csv,/home/joshua/Code/ai_projects/amalia/backend/models/classification/logistic,7.0,"['1:load_csv', '1:infer_data_types', '2:handle_missing_values', '2:remove_duplicates', '2:encode_categorical', '3:train_classification_model', '4:evaluate_classification_model']",,,,,,,,,,,,,,,,Llama,,,easy,4.0
classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog,classification__easy__ritwikb3_heart-disease-statlog__Heart_disease_statlog.json,classification,,,failed,get_column_info: Column 'None' not found,,,,,,,,,,,,,,,,,,,,,,,,,,,Llama,,,easy,4.0
classification__easy__robikscube_eye-state-classification-eeg-dataset__EEG_Eye_State_Classification,classification__easy__robikscube_eye-state-classification-eeg-dataset__EEG_Eye_State_Classification.json,classification,eyeDetection,random_forest,success,,0.9769284840208864,0.9899,0.9749,0.953159800976927,14980.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/robikscube_eye-state-classification-eeg-dataset/EEG_Eye_State_Classification.csv,/home/joshua/Code/ai_projects/amalia/backend/models/classification_model,6.0,"['1:load_csv', '2:handle_missing_values', '2:remove_duplicates', '2:encode_categorical', '3:train_classification_model', '4:evaluate_classification_model']",,,,,,,,,,,,,,,,Llama,,,easy,4.0
classification__easy__uciml_glass__glass,classification__easy__uciml_glass__glass.json,classification,Type,logistic,failed,[Errno 21] Is a directory: '/home/joshua/Code/ai_projects/amalia/backend/models/classification',,,,,,,,,,,,,,,,,,,,,,,,,,,Llama,,,easy,4.0
classification__easy__yasserh_heart-disease-dataset__heart,classification__easy__yasserh_heart-disease-dataset__heart.json,classification,target,random_forest,success,,,,,,61.0,2.0,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/easy/yasserh_heart-disease-dataset/heart.csv,/home/joshua/Code/ai_projects/amalia/backend/models/heart_disease_model.pkl,7.0,"['1:load_csv', '2:infer_data_types', '2:get_column_info', '2:get_basic_stats', '2:read_file_head', '2:validate_csv_structure', '3:train_classification_model']",classification,1.0,0.8361,0.1639,242.0,"['age', 'sex', 'cp', 'trestbps', 'chol', 'fbs', 'restecg', 'thalach', 'exang', 'oldpeak', 'slope', 'ca', 'thal']",/home/joshua/Code/ai_projects/amalia/backend/models/heart_disease_model.pkl,,,,,,,,,Llama,,,easy,4.0
classification__easy__yasserh_wine-quality-dataset__WineQT,classification__easy__yasserh_wine-quality-dataset__WineQT.json,classification,,,failed,get_column_info: Column 'None' not found,,,,,,,,,,,,,,,,,,,,,,,,,,,Llama,,,easy,4.0
classification__hard__abhishek14398_loan-dataset__loan,classification__hard__abhishek14398_loan-dataset__loan.json,classification,total_il_high_credit_limit,naive_bayes,failed,Input y contains NaN.,,,,,,,,,,,,,,,,,,,,,,,,,,,Llama,,,hard,4.0
classification__hard__andrewmvd_cyberbullying-classification__cyberbullying_tweets,classification__hard__andrewmvd_cyberbullying-classification__cyberbullying_tweets.json,classification,cyberbullying_type,logistic,failed,"The feature names should match those that were passed during fit.
Feature names unseen at fit time:
- cyberbullying_type
",,,,,,,,,,,,,,,,,,,,,,,,,,,Llama,,,hard,4.0
classification__hard__balaka18_email-spam-classification-dataset-csv__emails,classification__hard__balaka18_email-spam-classification-dataset-csv__emails.json,classification,target,svm,success,,0.9491751734761168,0.9743,0.987,0.9631216161255772,5172.0,7.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/hard/balaka18_email-spam-classification-dataset-csv/emails.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260420222508_3544cc31llama_final/models/classification__hard__balaka18_email-spam-classification-dataset-csv__emails.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,Llama,,,hard,4.0
classification__hard__ddosad_ecommerce-customer-service-satisfaction__Customer_support_data,classification__hard__ddosad_ecommerce-customer-service-satisfaction__Customer_support_data.json,classification,,,failed,filter_rows: Unknown condition: not null,,,,,,,,,,,,,,,,,,,,,,,,,,,Llama,,,hard,4.0
classification__hard__hetulmehta_website-classification__website_classification,classification__hard__hetulmehta_website-classification__website_classification.json,classification,Category,random_forest,failed,"The feature names should match those that were passed during fit.
Feature names unseen at fit time:
- Category
",,,,,,,,,,,,,,,,,,,,,,,,,,,Llama,,,hard,4.0
classification__hard__jocelyndumlao_consumer-review-of-clothing-product__Consumer Review of Clothing Product__data_amazon.xlsx - Sheet1,classification__hard__jocelyndumlao_consumer-review-of-clothing-product__Consumer Review of Clothing Product__data_amazon.xlsx - Sheet1.json,classification,Durability,logistic,failed,"Input X contains NaN.
LogisticRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,,Llama,,,hard,4.0
classification__hard__pashupatigupta_emotion-detection-from-text__tweet_emotions,classification__hard__pashupatigupta_emotion-detection-from-text__tweet_emotions.json,classification,,,failed,"keep must be either ""first"", ""last"" or False",,,,,,,,,,,,,,,,,,,,,,,,,,,Llama,,,hard,4.0
classification__hard__prox37_twitter-multilabel-classification-dataset__mLabel_tweets,classification__hard__prox37_twitter-multilabel-classification-dataset__mLabel_tweets.json,classification,labels,random_forest,success,,,,,,1985.0,288.0,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/hard/prox37_twitter-multilabel-classification-dataset/mLabel_tweets.csv,/home/joshua/Code/ai_projects/amalia/backend/models/classification/model.pkl,4.0,"['1:load_csv', '1:get_column_info', '1:infer_data_types', '2:train_classification_model']",classification,0.9997,0.1144,0.8854,7936.0,"['ID', 'tweet']",/home/joshua/Code/ai_projects/amalia/backend/models/classification/model.pkl,,,,,,,,,Llama,,,hard,4.0
classification__hard__saurabhshahane_ecommerce-text-classification__ecommerceDataset,classification__hard__saurabhshahane_ecommerce-text-classification__ecommerceDataset.json,classification,"Paper Plane Design Framed Wall Hanging Motivational Office Decor Art Prints (8.7 X 8.7 inch) - Set of 4 Painting made up in synthetic frame with uv textured print which gives multi effects and attracts towards it. This is an special series of paintings which makes your wall very beautiful and gives a royal touch. This painting is ready to hang, you would be proud to possess this unique painting that is a niche apart. We use only the most modern and efficient printing technology on our prints, with only the and inks and precision epson, roland and hp printers. This innovative hd printing technique results in durable and spectacular looking prints of the highest that last a lifetime. We print solely with top-notch 100% inks, to achieve brilliant and true colours. Due to their high level of uv resistance, our prints retain their beautiful colours for many years. Add colour and style to your living space with this digitally printed painting. Some are for pleasure and some for eternal bliss.so bring home this elegant print that is lushed with rich colors that makes it nothing but sheer elegance to be to your friends and family.it would be treasured forever by whoever your lucky recipient is. Liven up your place with these intriguing paintings that are high definition hd graphic digital prints for home, office or any room.",logistic,failed,Input contains NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,Llama,,,hard,4.0
classification__hard__shivamb_spam-url-prediction__url_spam_classification,classification__hard__shivamb_spam-url-prediction__url_spam_classification.json,classification,is_spam,logistic,success,,0.8088607589970286,0.6732,0.7047,0.6964889726089132,148303.0,2.0,True,/tmp/encoded_data.csv,/tmp/model.pkl,8.0,"['1:load_csv', '1:read_file_head', '1:validate_csv_structure', '2:handle_missing_values', '2:remove_duplicates', '2:encode_categorical', '3:train_classification_model', '4:evaluate_classification_model']",,,,,,,,,,,,,,,,Llama,,,hard,4.0
classification__mid__andrewmvd_cyberbullying-classification__cyberbullying_tweets,classification__mid__andrewmvd_cyberbullying-classification__cyberbullying_tweets.json,classification,,,failed,"Index(['None'], dtype='object')",,,,,,,,,,,,,,,,,,,,,,,,,,,Llama,,,medium,4.0
classification__mid__christianlillelund_csgo-round-winner-classification__csgo_round_snapshots,classification__mid__christianlillelund_csgo-round-winner-classification__csgo_round_snapshots.json,classification,round_winner,decision_tree,failed,"pos_label=1 is not a valid label. It should be one of ['CT', 'T']",,,,,,,,,,,,,,,,,,,,,,,,,,,Llama,,,medium,4.0
classification__mid__fedesoriano_heart-failure-prediction__heart,classification__mid__fedesoriano_heart-failure-prediction__heart.json,classification,,,failed,"keep must be either ""first"", ""last"" or False",,,,,,,,,,,,,,,,,,,,,,,,,,,Llama,,,medium,4.0
classification__mid__fedesoriano_stellar-classification-dataset-sdss17__star_classification,classification__mid__fedesoriano_stellar-classification-dataset-sdss17__star_classification.json,classification,class,logistic,failed,,,0.447,0.5982,,100000.0,3.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/fedesoriano_stellar-classification-dataset-sdss17/star_classification.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260420222508_3544cc31llama_final/models/classification__mid__fedesoriano_stellar-classification-dataset-sdss17__star_classification.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,Llama,,,medium,4.0
classification__mid__nimapourmoradi_dry-bean-dataset-classification__Dry_Bean_Dataset,classification__mid__nimapourmoradi_dry-bean-dataset-classification__Dry_Bean_Dataset.json,classification,Class,logistic,success,,0.8320177636734772,0.8707,0.8704,0.8893222507811519,13611.0,7.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/nimapourmoradi_dry-bean-dataset-classification/Dry_Bean_Dataset_processed_renamed.csv,/home/joshua/Code/ai_projects/amalia/backend/models/classification/model.logistic,6.0,"['1:load_csv', '1:infer_data_types', '2:handle_missing_values', '2:rename_columns', '3:train_classification_model', '4:evaluate_classification_model']",,,,,,,,,,,,,,,,Llama,,,medium,4.0
classification__mid__tanishqdublish_text-classification-documentation__df_file,classification__mid__tanishqdublish_text-classification-documentation__df_file.json,classification,,,failed,"Index([100], dtype='int64')",,,,,,,,,,,,,,,,,,,,,,,,,,,Llama,,,medium,4.0
classification__mid__uciml_iris__Iris,classification__mid__uciml_iris__Iris.json,classification,Species,random_forest,success,,0.937473889721509,1.0,1.0,1.0,45.0,3.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/Iris_encoded_train.csv,/home/joshua/Code/ai_projects/amalia/backend/models/classification/random_forest.pkl,12.0,"['1:load_csv', '1:infer_data_types', '1:get_column_info', '1:detect_missing_values', '1:validate_csv_structure', '1:handle_missing_values', '1:remove_duplicates', '1:encode_categorical', '1:split_dataset', '1:train_classification_model', '1:evaluate_classification_model', '1:get_classification_report']",,,,,,,,,,,,,,,,Llama,,,medium,4.0
classification__mid__uciml_pima-indians-diabetes-database__diabetes,classification__mid__uciml_pima-indians-diabetes-database__diabetes.json,classification,,,failed,"keep must be either ""first"", ""last"" or False",,,,,,,,,,,,,,,,,,,,,,,,,,,Llama,,,medium,4.0
