dataset_id,artifact_file,task_type,target_column,model_type,status,error,accuracy,precision,recall,f1_score,test_samples,n_classes,is_binary,resolved_dataset_path,model_path,executed_tools,tool_flow,task,train_accuracy,test_accuracy,overfitting_gap,training_samples,features,model_saved,r2_score,mse,rmse,mae,mape,train_r2,test_r2
regression__mid__harlfoxem_housesalesprediction__kc_house_data,regression__mid__harlfoxem_housesalesprediction__kc_house_data__variant_02_of_05.json,regression,sqft_lot15,linear,success,,,,,,21613.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/harlfoxem_housesalesprediction/kc_house_data.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/regression__mid__harlfoxem_housesalesprediction__kc_house_data.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,0.5299,350477961.8337,18721.0566,5414.3608,49.0017,,
regression__mid__harlfoxem_housesalesprediction__kc_house_data,regression__mid__harlfoxem_housesalesprediction__kc_house_data__variant_03_of_05.json,regression,sqft_lot15,linear,success,,,,,,21613.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/harlfoxem_housesalesprediction/kc_house_data.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/regression__mid__harlfoxem_housesalesprediction__kc_house_data.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,0.5299,350477961.8337,18721.0566,5414.3608,49.0017,,
regression__mid__harlfoxem_housesalesprediction__kc_house_data,regression__mid__harlfoxem_housesalesprediction__kc_house_data__variant_04_of_05.json,regression,sqft_lot15,linear,success,,,,,,21613.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/harlfoxem_housesalesprediction/kc_house_data.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/regression__mid__harlfoxem_housesalesprediction__kc_house_data.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,0.5299,350477961.8337,18721.0566,5414.3608,49.0017,,
regression__mid__harlfoxem_housesalesprediction__kc_house_data,regression__mid__harlfoxem_housesalesprediction__kc_house_data__variant_05_of_05.json,regression,sqft_lot15,linear,success,,,,,,21613.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/harlfoxem_housesalesprediction/kc_house_data.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/regression__mid__harlfoxem_housesalesprediction__kc_house_data.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,0.5299,350477961.8337,18721.0566,5414.3608,49.0017,,
regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds,regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds__variant_01_of_05.json,classification,total_sales_price,naive_bayes,success,,0.5443,0.6016,0.5443,0.5243,219703.0,22202.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/hrokrin_the-largest-diamond-dataset-currely-on-kaggle/diamonds.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds,regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds__variant_02_of_05.json,classification,total_sales_price,naive_bayes,success,,0.5443,0.6016,0.5443,0.5243,219703.0,22202.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/hrokrin_the-largest-diamond-dataset-currely-on-kaggle/diamonds.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds,regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds__variant_03_of_05.json,regression,total_sales_price,gradient_boosting,success,,,,,,219703.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/hrokrin_the-largest-diamond-dataset-currely-on-kaggle/diamonds.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds.pkl,2.0,"['2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,0.9836,11033477.0055,3321.6678,217.3802,3.0994,,
regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds,regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds__variant_04_of_05.json,regression,total_sales_price,linear,success,,,,,,4000.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/hrokrin_the-largest-diamond-dataset-currely-on-kaggle/diamonds.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds.pkl,5.0,"['1:handle_missing_values', '1:scale_features', '3:train_regression_model', '3:train_regression_model', '3:train_regression_model']",regression,,,-0.0179,16000.0,"['Unnamed: 0', 'cut', 'color', 'clarity', 'carat_weight', 'cut_quality', 'lab', 'symmetry', 'polish', 'eye_clean', 'culet_size', 'culet_condition', 'depth_percent', 'table_percent', 'meas_length', 'meas_width', 'meas_depth', 'girdle_min', 'girdle_max', 'fluor_color', 'fluor_intensity', 'fancy_color_dominant_color', 'fancy_color_secondary_color', 'fancy_color_overtone', 'fancy_color_intensity']",/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds.pkl,,220065115.4036,14834.5919,4419.6937,,0.6634,0.6813
regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds,regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds__variant_05_of_05.json,classification,total_sales_price,naive_bayes,success,,0.5443,0.6016,0.5443,0.5243,219703.0,22202.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/hrokrin_the-largest-diamond-dataset-currely-on-kaggle/diamonds.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/regression__mid__hrokrin_the-largest-diamond-dataset-currely-on-kaggle__diamonds.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan,regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan__variant_01_of_05.json,regression,RiskScore,ridge,success,,,,,,20000.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/lorenzozoppelletto_financial-risk-for-loan-approval/Loan.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,0.9372,3.7993,1.9492,1.5056,3.0474,,
regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan,regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan__variant_02_of_05.json,regression,,,failed,invalid literal for int() with base 10: '0.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80.80,,,,,,,,,,,,,,,,,,,,,,,,,
regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan,regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan__variant_03_of_05.json,regression,RiskScore,ridge,success,,,,,,20000.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/lorenzozoppelletto_financial-risk-for-loan-approval/Loan.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,0.9372,3.7993,1.9492,1.5056,3.0474,,
regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan,regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan__variant_04_of_05.json,regression,RiskScore,ridge,success,,,,,,20000.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/lorenzozoppelletto_financial-risk-for-loan-approval/Loan.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,0.9372,3.7993,1.9492,1.5056,3.0474,,
regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan,regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan__variant_05_of_05.json,regression,RiskScore,ridge,success,,,,,,20000.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/lorenzozoppelletto_financial-risk-for-loan-approval/Loan.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,0.9372,3.7993,1.9492,1.5056,3.0474,,
regression__mid__mirichoi0218_insurance__insurance,regression__mid__mirichoi0218_insurance__insurance__variant_01_of_05.json,regression,charges,linear,success,,,,,,268.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/mirichoi0218_insurance/insurance.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/regression__mid__mirichoi0218_insurance__insurance.pkl,3.0,"['1:load_csv', '1:encode_categorical', '2:train_regression_model']",regression,,,-0.0313,1070.0,"['age', 'sex', 'bmi', 'children', 'smoker', 'region']",/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/regression__mid__mirichoi0218_insurance__insurance.pkl,,33238879.0609,5765.3169,4097.7048,,0.7441,0.7755
regression__mid__mirichoi0218_insurance__insurance,regression__mid__mirichoi0218_insurance__insurance__variant_02_of_05.json,regression,charges,linear,success,,,,,,1338.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/mirichoi0218_insurance/insurance.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/regression__mid__mirichoi0218_insurance__insurance.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,0.7506,36550482.8428,6045.6995,4204.3048,43.2176,,
regression__mid__mirichoi0218_insurance__insurance,regression__mid__mirichoi0218_insurance__insurance__variant_03_of_05.json,regression,charges,linear,success,,,,,,1338.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/mirichoi0218_insurance/insurance.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/regression__mid__mirichoi0218_insurance__insurance.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,0.7506,36550482.8428,6045.6995,4204.3048,43.2176,,
regression__mid__mirichoi0218_insurance__insurance,regression__mid__mirichoi0218_insurance__insurance__variant_04_of_05.json,regression,charges,linear,success,,,,,,1338.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/mirichoi0218_insurance/insurance.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/regression__mid__mirichoi0218_insurance__insurance.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,0.7506,36550482.8428,6045.6995,4204.3048,43.2176,,
regression__mid__mirichoi0218_insurance__insurance,regression__mid__mirichoi0218_insurance__insurance__variant_05_of_05.json,regression,charges,linear,success,,,,,,1338.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/mirichoi0218_insurance/insurance.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/regression__mid__mirichoi0218_insurance__insurance.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,0.7506,36550482.8428,6045.6995,4204.3048,43.2176,,
regression__mid__ranitsarkar01_porter-delivery-time-estimation__dataset,regression__mid__ranitsarkar01_porter-delivery-time-estimation__dataset__variant_01_of_05.json,regression,total_outstanding_orders,linear,failed,"Input X contains NaN.
LinearRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,
