dataset_id,artifact_file,task_type,target_column,model_type,status,error,accuracy,precision,recall,f1_score,test_samples,n_classes,is_binary,resolved_dataset_path,model_path,executed_tools,tool_flow,task,train_accuracy,test_accuracy,overfitting_gap,training_samples,features,model_saved,train_r2,test_r2,rmse,mae,mse,r2_score,mape,pipeline_variant,model,difficulty
classification__mid__yasserh_titanic-dataset__Titanic-Dataset,classification__mid__yasserh_titanic-dataset__Titanic-Dataset.json,classification,Survived,logistic,failed,"Input X contains NaN.
LogisticRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,5,Mistral,medium
regression__easy__ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset__Mobile-Price-Prediction-cleaned_data,regression__easy__ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset__Mobile-Price-Prediction-cleaned_data.json,regression,Price,linear,success,,,,,,94.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset/Mobile-Price-Prediction-cleaned_data.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/regression__easy__ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset__Mobile-Price-Prediction-cleaned_data.pkl,1.0,['1:train_regression_model'],regression,,,0.1973,372.0,"['Ratings', 'RAM', 'ROM', 'Mobile_Size', 'Primary_Cam', 'Selfi_Cam', 'Battery_Power']",/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/regression__easy__ganjerlawrence_mobile-phone-price-prediction-cleaned-dataset__Mobile-Price-Prediction-cleaned_data.pkl,0.4831,0.2858,17094.0315,8626.7143,292205913.1856,,,5,Mistral,easy
regression__easy__govindaramsriram_crop-yield-of-a-farm__crop_yield_data,regression__easy__govindaramsriram_crop-yield-of-a-farm__crop_yield_data.json,regression,crop_yield,linear,success,,,,,,3000.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/govindaramsriram_crop-yield-of-a-farm/crop_yield_data.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/regression__easy__govindaramsriram_crop-yield-of-a-farm__crop_yield_data.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,,0.2915,0.2518,0.085,1.0,0.1015,5,Mistral,easy
regression__easy__nalisha_numerical-feature-based-target-prediction-using-ml__practice_dataset,regression__easy__nalisha_numerical-feature-based-target-prediction-using-ml__practice_dataset.json,regression,target,linear,success,,,,,,10000.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/nalisha_numerical-feature-based-target-prediction-using-ml/practice_dataset.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/regression__easy__nalisha_numerical-feature-based-target-prediction-using-ml__practice_dataset.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,,50.0381,41.4775,2503.812,0.5325142388648967,260.3718,5,Mistral,easy
regression__easy__quantbruce_real-estate-price-prediction__Real estate,regression__easy__quantbruce_real-estate-price-prediction__Real estate.json,regression,Y house price of unit area,linear,success,,,,,,83.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/quantbruce_real-estate-price-prediction/Real estate.csv,/home/joshua/Code/ai_projects/amalia/backend/models/regression_model.pkl,2.0,"['1:load_csv', '2:train_regression_model']",regression,,,-0.1165,331.0,"['No', 'X1 transaction date', 'X2 house age', 'X3 distance to the nearest MRT station', 'X4 number of convenience stores', 'X5 latitude', 'X6 longitude']",/home/joshua/Code/ai_projects/amalia/backend/models/regression_model.pkl,0.5593,0.6758,7.5969,5.4899,57.7124,,,5,Mistral,easy
regression__easy__ranitsarkar01_porter-delivery-time-estimation__dataset,regression__easy__ranitsarkar01_porter-delivery-time-estimation__dataset.json,regression,total_outstanding_orders,linear,failed,"Input X contains NaN.
LinearRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,5,Mistral,easy
regression__easy__sakshisatre_the-boston-housing-dataset__Boston (1),regression__easy__sakshisatre_the-boston-housing-dataset__Boston (1).json,regression,MEDV,linear,success,,,,,,506.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/sakshisatre_the-boston-housing-dataset/Boston (1).csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/regression__easy__sakshisatre_the-boston-housing-dataset__Boston (1).pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,,4.6947,3.2988,22.0407,0.7372629617788873,16.6655,5,Mistral,easy
regression__easy__thedevastator_age-prediction-for-individuals-using-multi-omic__test_rows,regression__easy__thedevastator_age-prediction-for-individuals-using-multi-omic__test_rows.json,regression,KLF14_2,linear,failed,,,,,,104.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/thedevastator_age-prediction-for-individuals-using-multi-omic/test_rows.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/regression__easy__thedevastator_age-prediction-for-individuals-using-multi-omic__test_rows.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,,1.3975,1.0866,1.953,,52.356,5,Mistral,easy
regression__easy__zubairdhuddi_linear-regression__test,regression__easy__zubairdhuddi_linear-regression__test.json,regression,y,linear,success,,,,,,60.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/easy/zubairdhuddi_linear-regression/test.csv,/home/joshua/Code/ai_projects/amalia/backend/models/linear_regression_test_model.pkl,1.0,['1:train_regression_model'],regression,,,-0.0019,240.0,['x'],/home/joshua/Code/ai_projects/amalia/backend/models/linear_regression_test_model.pkl,0.9887,0.9906,2.8216,2.1583,7.9614,,,5,Mistral,easy
regression__hard__anujsaha0123456789_house-prices-cleaned-dataset-for-regression-ml__house_prices_cleaned,regression__hard__anujsaha0123456789_house-prices-cleaned-dataset-for-regression-ml__house_prices_cleaned.json,regression,SalePrice,svr,success,,,,,,1460.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/hard/anujsaha0123456789_house-prices-cleaned-dataset-for-regression-ml/house_prices_cleaned.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/regression__hard__anujsaha0123456789_house-prices-cleaned-dataset-for-regression-ml__house_prices_cleaned.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,,80981.1703,55540.0192,6557949939.5246,-0.079417793813064,32.1043,5,Mistral,hard
regression__hard__bharatsahu_house-price-prediction-dataset-insurancehub-usa__House_price_multifeatures,regression__hard__bharatsahu_house-price-prediction-dataset-insurancehub-usa__House_price_multifeatures.json,classification,TTTerritory,decision_tree,failed,Input contains NaN,,,,,,,,,,,,,,,,,,,,,,,,,,5,Mistral,hard
regression__hard__bjaton_housepricesadvancedregressiontechniquestrain__train,regression__hard__bjaton_housepricesadvancedregressiontechniquestrain__train.json,regression,SalePrice,ridge,failed,"Input X contains NaN.
Ridge does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,5,Mistral,hard
regression__hard__bobnau_daily-website-visitors__daily-website-visitors,regression__hard__bobnau_daily-website-visitors__daily-website-visitors.json,regression,Returning.Visits,linear,failed,"could not convert string to float: '1,036'",,,,,,,,,,,,,,,,,,,,,,,,,,5,Mistral,hard
regression__hard__deepcontractor_car-price-prediction-challenge__car_price_prediction,regression__hard__deepcontractor_car-price-prediction-challenge__car_price_prediction.json,regression,Price,random_forest,success,,,,,,19237.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/hard/deepcontractor_car-price-prediction-challenge/car_price_prediction_preprocessed.csv,/home/joshua/Code/ai_projects/amalia/backend/models/car_price_prediction_model.pkl,4.0,"['1:handle_missing_values', '1:encode_categorical', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,,85477.0567,3065.5139,7306327215.1562,0.8407895476625092,628.093,5,Mistral,hard
regression__hard__kanchana1990_colorado-real-estate-market-2026__colorado_real_estate_2026,regression__hard__kanchana1990_colorado-real-estate-market-2026__colorado_real_estate_2026.json,regression,garage,linear,failed,"Input X contains NaN.
LinearRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,5,Mistral,hard
regression__hard__milanvaddoriya_old-car-price-prediction__car_price,regression__hard__milanvaddoriya_old-car-price-prediction__car_price.json,regression,,,failed,get_column_info: Column 'None' not found,,,,,,,,,,,,,,,,,,,,,,,,,,5,Mistral,hard
regression__hard__spittman1248_cdc-data-nutrition-physical-activity-obesity__Nutrition__Physical_Activity__and_Obesity_-_Behavioral_Risk_Factor_Surveillance_System,regression__hard__spittman1248_cdc-data-nutrition-physical-activity-obesity__Nutrition__Physical_Activity__and_Obesity_-_Behavioral_Risk_Factor_Surveillance_System.json,classification,Class,naive_bayes,failed,"Input X contains NaN.
GaussianNB does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,5,Mistral,hard
regression__hard__taweilo_mba-admission-dataset__MBA,regression__hard__taweilo_mba-admission-dataset__MBA.json,regression,gpa,linear,failed,,,,,,692.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/hard/taweilo_mba-admission-dataset/MBA_processed.csv,/home/joshua/Code/ai_projects/amalia/backend/models/regression_linear_MBA.joblib,3.0,"['1:handle_missing_values', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,,0.1038,0.0833,0.0108,,2.4765,5,Mistral,hard
regression__hard__valakhorasani_tehran-house-prices-dataset__TehranHouse,regression__hard__valakhorasani_tehran-house-prices-dataset__TehranHouse.json,regression,Price(USD),linear,success,,,,,,3479.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/hard/valakhorasani_tehran-house-prices-dataset/TehranHouse.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/batch_20260421164615_4d958e70mistral_final/models/regression__hard__valakhorasani_tehran-house-prices-dataset__TehranHouse.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,,0.0026,0.0021,0.0,1.0,0.0,5,Mistral,hard
regression__mid__CooperUnion_cardataset__data,regression__mid__CooperUnion_cardataset__data.json,regression,MSRP,linear,failed,"Input X contains NaN.
LinearRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,5,Mistral,medium
