dataset_id,artifact_file,task_type,target_column,model_type,status,error,accuracy,precision,recall,f1_score,test_samples,n_classes,is_binary,resolved_dataset_path,model_path,executed_tools,tool_flow,task,train_accuracy,test_accuracy,overfitting_gap,training_samples,features,model_saved,test_indices_file,r2_score,mse,rmse,mae,mape,train_r2,test_r2,model,evaluation_method,suspicious
regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan,regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan__variant_04_of_05.json,regression,RiskScore,ridge,success,,,,,,4000.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/lorenzozoppelletto_financial-risk-for-loan-approval/Loan.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.9334,4.1322,2.0328,1.5346,3.1429,,,DeepSeek,Corrected (test_indices),False
regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan,regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan__variant_05_of_05.json,regression,RiskScore,ridge,success,,,,,,4000.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/lorenzozoppelletto_financial-risk-for-loan-approval/Loan.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__mid__lorenzozoppelletto_financial-risk-for-loan-approval__Loan.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,0.9334,4.1322,2.0328,1.5346,3.1429,,,DeepSeek,Corrected (test_indices),False
regression__mid__mirichoi0218_insurance__insurance,regression__mid__mirichoi0218_insurance__insurance__variant_01_of_05.json,regression,charges,linear,success,,,,,,268.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/mirichoi0218_insurance/insurance.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__mid__mirichoi0218_insurance__insurance.pkl,3.0,"['1:load_csv', '1:encode_categorical', '2:train_regression_model']",regression,,,0.033,1070.0,"['age', 'sex', 'bmi', 'children', 'smoker', 'region']",/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__mid__mirichoi0218_insurance__insurance.pkl,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__mid__mirichoi0218_insurance__insurance_test_indices.json,,48536693.1773,6966.8281,4791.5594,,0.7569,0.7239,DeepSeek,Corrected (test_indices),False
regression__mid__mirichoi0218_insurance__insurance,regression__mid__mirichoi0218_insurance__insurance__variant_02_of_05.json,regression,charges,linear,success,,,,,,268.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/mirichoi0218_insurance/insurance.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__mid__mirichoi0218_insurance__insurance.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,-2.9451,612464623.8711,24748.0226,24040.1006,448.1731,,,DeepSeek,Corrected (test_indices),False
regression__mid__mirichoi0218_insurance__insurance,regression__mid__mirichoi0218_insurance__insurance__variant_03_of_05.json,regression,charges,linear,success,,,,,,268.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/mirichoi0218_insurance/insurance.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__mid__mirichoi0218_insurance__insurance.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,-2.9451,612464623.8711,24748.0226,24040.1006,448.1731,,,DeepSeek,Corrected (test_indices),False
regression__mid__mirichoi0218_insurance__insurance,regression__mid__mirichoi0218_insurance__insurance__variant_04_of_05.json,regression,charges,linear,success,,,,,,268.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/mirichoi0218_insurance/insurance.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__mid__mirichoi0218_insurance__insurance.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,-2.9451,612464623.8711,24748.0226,24040.1006,448.1731,,,DeepSeek,Corrected (test_indices),False
regression__mid__mirichoi0218_insurance__insurance,regression__mid__mirichoi0218_insurance__insurance__variant_05_of_05.json,regression,charges,linear,success,,,,,,268.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/mirichoi0218_insurance/insurance.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__mid__mirichoi0218_insurance__insurance.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,-2.9451,612464623.8711,24748.0226,24040.1006,448.1731,,,DeepSeek,Corrected (test_indices),False
regression__mid__ranitsarkar01_porter-delivery-time-estimation__dataset,regression__mid__ranitsarkar01_porter-delivery-time-estimation__dataset__variant_01_of_05.json,regression,total_outstanding_orders,linear,failed,"Input X contains NaN.
LinearRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__mid__ranitsarkar01_porter-delivery-time-estimation__dataset,regression__mid__ranitsarkar01_porter-delivery-time-estimation__dataset__variant_02_of_05.json,regression,total_outstanding_orders,linear,failed,"Input X contains NaN.
LinearRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__mid__ranitsarkar01_porter-delivery-time-estimation__dataset,regression__mid__ranitsarkar01_porter-delivery-time-estimation__dataset__variant_03_of_05.json,regression,total_outstanding_orders,linear,failed,"Input X contains NaN.
LinearRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__mid__ranitsarkar01_porter-delivery-time-estimation__dataset,regression__mid__ranitsarkar01_porter-delivery-time-estimation__dataset__variant_04_of_05.json,regression,total_outstanding_orders,linear,failed,"Input X contains NaN.
LinearRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__mid__ranitsarkar01_porter-delivery-time-estimation__dataset,regression__mid__ranitsarkar01_porter-delivery-time-estimation__dataset__variant_05_of_05.json,regression,total_outstanding_orders,linear,failed,"Input X contains NaN.
LinearRegression does not accept missing values encoded as NaN natively. For supervised learning, you might want to consider sklearn.ensemble.HistGradientBoostingClassifier and Regressor which accept missing values encoded as NaNs natively. Alternatively, it is possible to preprocess the data, for instance by using an imputer transformer in a pipeline or drop samples with missing values. See https://scikit-learn.org/stable/modules/impute.html You can find a list of all estimators that handle NaN values at the following page: https://scikit-learn.org/stable/modules/impute.html#estimators-that-handle-nan-values",,,,,,,,,,,,,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__mid__rupals_gpu-runtime__sgemm_product,regression__mid__rupals_gpu-runtime__sgemm_product__variant_01_of_05.json,regression,Run4 (ms),linear,success,,,,,,4000.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/rupals_gpu-runtime/sgemm_product.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__mid__rupals_gpu-runtime__sgemm_product.pkl,3.0,"['1:load_csv', '3:train_regression_model', '4:evaluate_regression_model']",,,,,,,,,1.0,2.5365,1.5926,0.6223,0.6287,,,DeepSeek,Corrected (test_indices),True
regression__mid__rupals_gpu-runtime__sgemm_product,regression__mid__rupals_gpu-runtime__sgemm_product__variant_02_of_05.json,regression,Run4 (ms),random_forest,success,,,,,,4000.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/rupals_gpu-runtime/sgemm_product.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__mid__rupals_gpu-runtime__sgemm_product.pkl,2.0,"['3:train_regression_model', '4:evaluate_regression_model']",,,,,,,,,1.0,4.7327,2.1755,0.7284,0.633,,,DeepSeek,Corrected (test_indices),True
regression__mid__rupals_gpu-runtime__sgemm_product,regression__mid__rupals_gpu-runtime__sgemm_product__variant_03_of_05.json,regression,Run4 (ms),linear,success,,,,,,4000.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/rupals_gpu-runtime/sgemm_product.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__mid__rupals_gpu-runtime__sgemm_product.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,1.0,2.5365,1.5926,0.6223,0.6287,,,DeepSeek,Corrected (test_indices),True
regression__mid__rupals_gpu-runtime__sgemm_product,regression__mid__rupals_gpu-runtime__sgemm_product__variant_04_of_05.json,regression,Run4 (ms),linear,success,,,,,,4000.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/rupals_gpu-runtime/sgemm_product.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__mid__rupals_gpu-runtime__sgemm_product.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,1.0,2.5365,1.5926,0.6223,0.6287,,,DeepSeek,Corrected (test_indices),True
regression__mid__rupals_gpu-runtime__sgemm_product,regression__mid__rupals_gpu-runtime__sgemm_product__variant_05_of_05.json,regression,Run4 (ms),linear,success,,,,,,4000.0,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/rupals_gpu-runtime/sgemm_product.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__mid__rupals_gpu-runtime__sgemm_product.pkl,3.0,"['1:load_csv', '2:train_regression_model', '3:evaluate_regression_model']",,,,,,,,,1.0,2.5365,1.5926,0.6223,0.6287,,,DeepSeek,Corrected (test_indices),True
regression__mid__yasserh_uber-fares-dataset__uber,regression__mid__yasserh_uber-fares-dataset__uber__variant_01_of_05.json,classification,passenger_count,logistic,success,,0.6917,0.4785,0.6917,0.5657,4000.0,7.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/yasserh_uber-fares-dataset/uber.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__mid__yasserh_uber-fares-dataset__uber.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__mid__yasserh_uber-fares-dataset__uber,regression__mid__yasserh_uber-fares-dataset__uber__variant_02_of_05.json,classification,passenger_count,logistic,success,,0.6917,0.4785,0.6917,0.5657,4000.0,7.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/yasserh_uber-fares-dataset/uber.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__mid__yasserh_uber-fares-dataset__uber.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__mid__yasserh_uber-fares-dataset__uber,regression__mid__yasserh_uber-fares-dataset__uber__variant_03_of_05.json,classification,passenger_count,logistic,success,,0.6917,0.4785,0.6917,0.5657,4000.0,7.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/yasserh_uber-fares-dataset/uber.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__mid__yasserh_uber-fares-dataset__uber.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__mid__yasserh_uber-fares-dataset__uber,regression__mid__yasserh_uber-fares-dataset__uber__variant_04_of_05.json,classification,passenger_count,logistic,success,,0.6917,0.4785,0.6917,0.5657,4000.0,7.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/yasserh_uber-fares-dataset/uber.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__mid__yasserh_uber-fares-dataset__uber.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
regression__mid__yasserh_uber-fares-dataset__uber,regression__mid__yasserh_uber-fares-dataset__uber__variant_05_of_05.json,classification,passenger_count,logistic,success,,0.6917,0.4785,0.6917,0.5657,4000.0,7.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/regression/mid/yasserh_uber-fares-dataset/uber.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/corrected_execution/models/regression__mid__yasserh_uber-fares-dataset__uber.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,,,DeepSeek,Corrected (test_indices),False
